Pathway	pVal	zScore	Genes	type	comparison
Cell viability	13.79048499	-3.938	"PCDHGC3,KLK6,ERBB4,PICK1,CD22,RASSF8,TNFRSF10B,ADCY1,ELF1,CFLAR,SNAI2,PBK,NFKBIB,LRP1,HMGA2,CD9,S1PR1,NPY,SLC19A1,SH3KBP1,EFNB1,CLNS1A,FBL,BIRC5,NRG1,SLC1A2,PCA3,PTK2,FOXG1,GDNF,BCL6,CD47,AHR,CDK5R1,SGK1,HBA1/HBA2,IL1A,SMARCD3,STAM2,BAX,CD24,HEY1,CACNB3,FBXO5,SERPINI1,CRH,CCN1,HTATIP2,TMEM106B,RUVBL1,SHMT2,PENK,MCM7,NDRG1,PTP4A2,DLK1,EHMT2,NEAT1,PTPN22,PPP2R3A,IKZF3,KIF11,HLA-F,EPHB1,LMO3,DLX2,ZBTB18,DUSP14,STK11,ITPKB,NTRK3,STX1B,LAMP2,EIF4A1,TPX2,FA2H,DUSP12,LPAR2,BCL11B,PPM1L,TPMT,PLAT,NME1,POLK,SPRN,NCAM1,MYO18A,HAPLN1,EVI5,SEPTIN9,PLAAT4,APEX1,AURKB,MVP,FGFR1,PPM1D,LMO4,TUBB3,PHLPP1,YAP1,SKA3,PSME4,TBC1D16,PROM1,RRM2,STAT3,CA9,ATG3,CDKN2D,RUNX1,AK5,SOX2,APLN,ERCC2,EGFR,ALS2,SELENOH,UNG,PDGFRA,TGFB2,IGF2BP3,HBB,RHOJ,BRIP1,BMPR1A,EZH2,MYC,TFPI,NUP210,SOX9,PSMB6,SEMA4D,FGF1,F2RL1,RPL35A,ATP1A2,NEFL,H2AX,PTN,STAT1,INPP1,NOL3,ITK,TOX,NUF2,ADH5,ADNP,NDC80,ATG4B,SLC37A4,ADCYAP1R1,MAP3K7,TANK,ELOVL1,DCUN1D5,COCH,LMNB1,ABCA1,ICOSLG/LOC102723996,WEE1,TRIM28,IGFBP7,SOX11,ACLY,CNTF,C9orf72,ECT2,CHEK1,SLC11A2,USP11,FOXM1,PPARA,EFNA5,MCF2L,CST3,F2R,CAPN3,RABGEF1,TRPM8,SFR1,ARNT,FAN1,DDX43,CCND2,MAPK12,EZR,ANAPC11,LUCAT1,PTPRG,VCAN,HES1,CKS1B,FGD1,RNASEH2A,NEK7,CXCL12,MBD4,TF,SNAP25,GPR37,PFKFB2,S1PR3,PCSK6,WIPF1,PARVA,CHCHD6,NR2F1-AS1,EPHA2,TP53,NELL2,ROR1,FKBP1B,DOCK1,NOTCH2,MGMT,USP36,FN1,SNRPA1,HOPX,DDIT3,TRIB2,PFKM,TRIM68,YBX1,XRCC4,MIR124-1HG,FOXO1,EIF4G1,BMP7,CD151,PDGFRB,HDAC2,MBP,IGF2BP1,RACK1,UNC119,PAK1,IGFBP2,OGT,ZNF208,USP10,OTX2,MAD2L1,PCGF2,SLC8A3,KDM1A,KNL1,DPYD,NEFM,FAIM2,PLCG1,KIF15,HK1,CDK1,ACVR2B,DUSP10,HINT1,CASK,TTK,SMO,PHB,DOT1L,SEL1L,MOG,INPP5B,TRIM69,MX1,AGPS,CDKN1C,SLC48A1,ESCO1,NGF,KIRREL1,CYLD,PTPRZ1,JAK2,CCL5,IL1B,EPHB3,CRYAB,INSR,ZEB1,PTPRT,IGFBP5,NLK,CDK5,EPHB2,SPATS2,PRMT1,PPARD,PIK3R2,RPS6KA2,NR3C1,ANTXR1,DYNC1I1,UHRF1,GADD45A,SERPINE1,CALB1,SKA1,YES1,STAM,RUNX2,MSH2,TFAP2C,GJA1,PF4,ITGA3,FZD2,FN3K,BUB1B,SYNM,PIK3R1,CDK2AP1,STAMBP,PPP1R17,SFRP2,PFDN4,PSAP,ITGB3,BLNK,CCL4,MTMR6,PTPRN2,MAPK3,TCF3,HSD17B10,SNCAIP,CBR1,NTN1,EPHB4,RPS6KA3,MPG,SLC9A1,PPP1CA,GLI3,ING1,SHC3,ANGPTL1,NGFR,PBX1,SLC25A23,PLP1,TIMP3,TXNL4A,RASA1,EPAS1,TMEM158,SNRPB,GLS,NFE2L2"	Functional	Adult_vs_Fetal
Cell-cell contact	11.66154351	-3.122	"PCDHGC3,LRRN1,SEZ6,SYNDIG1,KLK6,ERBB4,DKKL1,CD22,DLG3,SYBU,ADD2,PAK3,LRRN3,SNAI2,TNC,SLITRK3,CD9,NFASC,CATSPER2,S1PR1,PTX3,NF2,LAMA1,NRG1,ACTN1,PTK2,BOC,CD47,CDK5R1,AHR,CLGN,LGALS8,BAX,FST,CD24,CD34,IFI16,CALCB,CCN1,NLGN4X,PKD1,EHMT2,THY1,SYNE2,EPHB1,FARP1,STK11,CHRNB2,NTRK3,STX1B,CLDN5,IGSF9B,LAMB2,CLSTN3,CTNNA1,ERP29,NME1,NRXN1,NCAM1,SLITRK4,NPTX2,DNM3,GJB1,PARD3,SIX4,SPA17,CSRP2,MARCKSL1,KIRREL3,EGFR,ALS2,COL4A1,SLITRK5,PLPPR5,RAB13,ESAM,EPS8,SOX9,IGSF9,EFNB3,SEMA4D,GPM6A,GJC1,ADAM10,NEFL,BMPR1B,STAT1,CYFIP2,ADNP,TANC1,PMP22,PLCB1,ABCA1,TJP2,ATXN3,ADGRL3,DVL1,NR2F2,DCLK1,AKAP3,CTSV,CNTN4,ERBIN,VCL,IFRD1,EFNA5,CST3,RAP1A,CD274,AJUBA,F2R,ARNT,VMP1,ADGRL2,TTYH1,EFNB2,DLG1,EZR,TIAM1,TYSND1,CDH24,CAPRIN1,NLGN2,GABBR2,CLDN11,MYLK,SPTAN1,CXCL12,MAG,DOCK1,PURA,ADGRB2,CCR5,FN1,CDH10,IL1RAPL1,PCDH8,FOXO1,CD151,HDAC2,RACK1,F2RL2,PAK1,ARHGAP35,MBNL1,OGT,RDX,GFAP,GRIN2B,PDZRN3,PLCG1,MARVELD1,SEZ6L,AMPH,INPP5B,MAP7,PTPRF,NGF,RND3,DUSP4,KIRREL1,ADAM9,JAM2,JAK2,CCL5,IL1B,EPHB3,GAP43,CDH4,ZEB1,RAP1GAP,SPTBN2,CDK5,EPHB2,CADM3,ANK3,NR3C1,ADGRE5,NCAN,SOX4,GJA1,SUN2,ITGA3,PALM,PIK3R1,SPARCL1,NLGN1,WNT2,BCAN,ITGB3,NLGN3,NTN1,GRIA1,RPS6KA3,GLI2,TIMP3,GLDN"	Functional	Adult_vs_Fetal
CG Signaling	6.370590401	-3.183	"ACSL1,ACTA2,ADCYAP1R1,AKR1C3,APLN,APLNR,ARHGAP22,ARNT,BAX,BCAT1,CCND2,CDK4,CLDN11,COL11A1,CTSV,DBI,DHCR7,DNAH11,DPT,EFEMP1,EFNB2,ENPP2,EPAS1,F2RL1,FABP5,FHL1,FJX1,FST,GAL,GAS1,GJA1,HAPLN1,HMGA2,IFIT3,IGFBP2,IGFBP4,IL1B,INHBB,ITGB3,KCNQ5,KCNT2,LRRN3,MAPK3,MCM10,MEGF10,MRPS6,NFKBIB,NR2F1,NR2F6,NUCB2,PARD6G,PHLDA1,PKIA,PLAT,PNOC,PPARA,PTX3,RASSF2,RUNX1,RUNX2,S100A10,SLC20A1,SMARCA1,SNAP25,ST8SIA1,TENM4,TGFB2,TMEM158,TP53,TSPAN13,UNG,VCAN"	Upstream	Adult_vs_Fetal
CHD7 Signaling	3.066512712	-1.698	"BAX,EGFR,GLI2,GLI3,HEY1,NDN,NOTCH3,TNFRSF10B,TP53"	Upstream	Adult_vs_Fetal
CHEK1 Signaling	3.308034897	-1.408	"BUB1,BUB1B,CDC25A,H2AX,MAD2L1,MYC,RRM2,TP53"	Upstream	Adult_vs_Fetal
CHI3L1 Signaling	3.623423043	0	"ARL4C,CALD1,COL16A1,COL6A1,IGFBP5,PEG10,SERPINB1,SERPINE1,TMEM158,TNC"	Upstream	Adult_vs_Fetal
CIC Signaling	3.064996849	1.4	"DUSP4,ETV1,ETV4,ETV5,SLC20A1,SPRY4"	Upstream	Adult_vs_Fetal
CLOCK Signaling	4.070581074	0.365	"ACSL4,ACVR2B,ANGPTL4,ARHGEF10,CALD1,CBR1,CHST3,CRISPLD1,CTPS2,DDIT3,DTX4,EGFR,F2R,FABP7,FAM107A,FGF1,GADD45A,GDNF,GJA1,HACD2,HAMP,HMG20A,IGFBP5,ITM2C,KCTD1,KIF20A,KLF13,LGALS8,LRATD2,MAPK4,MEGF10,MOXD1,MYLK,NEFM,PCGF5,PDGFRB,PICALM,PPARA,PTPN14,RGS5,SEL1L,SERINC5,SLC1A2,SLC20A1,SRSF8,STX12,UBL3,WEE1,ZEB1"	Upstream	Adult_vs_Fetal
CNR1 Signaling	4.064996849	-0.815	"BCL11B,BIRC5,BMP7,CA9,CCNB2,CDCA3,CDK1,CNR1,CRH,CYP27A1,EOMES,EPS8,FOXM1,GAD1,GDNF,KIF11,LAMA1,NDN,NME2,NOG,NR3C1,NTN1,PAX6,PDGFRA,PDGFRB,PENK,PLD1,RGMA,SLC35B2,SOX6,STAM2,STAT3"	Upstream	Adult_vs_Fetal
CNTF Signaling	3.19	1.603567451	"CNTF,CNTFR,JAK2,MAP2K2,MAPK3,PIK3R1,PIK3R2,PIK3R3,RAP1A,RASD1,RPS6KA2,RPS6KA3,RRAS2,STAT1,STAT3"	Canonical	Adult_vs_Fetal
COL18A1 Signaling	3.320572103	1.277	"ANTXR1,CCNDBP1,CD34,EFNB2,EGFR,EPHB1,EPHB2,EPHB4,F2R,F2RL1,FGFR1,FN1,GFAP,ITGB3,MAX,MYC,SERPINE1,SPOCK1,STAT1,STAT3,TUBA1A"	Upstream	Adult_vs_Fetal
CREB1 Signaling	8.084072788	0.361	"ABCA1,ADGRA1,AQP11,ARHGAP35,BCAP29,BIRC5,BRINP2,CA10,CADPS2,CALCB,CAMK1D,CCL4,CCN1,CCNB2,CD9,CDH10,CDK19,COCH,COX8A,CPT1A,CRH,CRHBP,CRMP1,CSRP2,CTNNA2,CYFIP2,DCX,DMBT1,DUSP14,EDIL3,FAM3B,FGF13,FN1,GAD1,GADD45A,GAL,GAP43,GLS,GRIA1,GRM5,HLA-DRA,IGSF9B,IL1B,INA,IRF7,JPT1,KCND2,KCNIP2,KIAA1549L,LAYN,LGALS8,MARCKSL1,MCM6,MIGA1,MKI67,MYC,MYH10,MYO1B,NARF,NDUFV1,NEUROD6,NEXMIF,NNAT,NPTX2,NPY,OCIAD2,PAM,PCDH11X,PCDH19,PCDH20,PDGFRA,PEG10,PENK,PLAT,PLXNA2,RALYL,RASGEF1B,RELT,RFX4,RNH1,RRAS2,S1PR3,SCG2,SCN3B,SERINC2,SERINC5,SERPINI1,SGK1,SH3KBP1,SHTN1,SIAH2,SIK3,SLC17A6,SLC19A1,SLC6A1,SLC6A11,SMS,SPOCK3,ST6GALNAC5,STAT3,SYNJ2,TAGLN2,TF,TIPARP,TSKU,XKR4,ZBTB18,ZDHHC23"	Upstream	Adult_vs_Fetal
CTNNB1 Signaling	11.19111413	-3.184	"ACLY,ACTA2,ADGRV1,AHR,ALDH3A2,ARL4A,BGN,BIRC5,BMP7,BOLA1,CA9,CCN1,CCND2,CD34,CD47,CDKN2D,CELSR1,CENPM,CLDN5,CNR1,CNTFR,COL27A1,COL4A1,COL4A2,COL4A6,CPT1A,CTNNA1,CTNNA2,CTNND2,CXCL12,CXCL14,CYFIP2,DDIT3,DLK1,DTX1,EDIL3,EGFR,EIF5A,EMX2,ENPP2,EOMES,EPHA5,EPHB2,EPHB3,EPHB4,ETV1,ETV4,F2R,FAM126A,FBLN2,FLOT2,FN1,FOXC1,FST,FZD3,FZD7,GAD1,GAP43,GDNF,GFAP,GJA1,GJB1,GLI2,GLI3,GLUL,GPAT3,GRAMD4,GRIK1,HAPLN1,HES1,HHIP,HNRNPA0,HTATIP2,IFIT1,IGF2BP1,IGFBP2,IGFBP5,IL1B,INHBB,IRF8,JAM2,KIF23,LMO2,MAOA,ME1,MFGE8,MMP15,MMP16,MORN4,MYC,MYLK,NCAM1,NGFR,NOTCH3,NR0B1,NRG1,NTHL1,NTN1,NUMB,PARD3,PCDH15,PCDH9,PCSK6,PDE4B,PGM1,PIK3R1,PKD1,PLS3,PMP22,POLR2E,POU3F2,PROM1,PSAP,RAI14,RCN1,RPL13,RPL14,RPL18,RPL18A,RPL23,RPL27A,RPL35A,RPL39,RPL6,RPL8,RPLP0,RPS14,RPS15,RPS16,RPS17,RPS18,RPS19,RPS19BP1,RPS27L,RPS5,RUNX2,SCN5A,SEMA3C,SEMA5A,SERPINE1,SGK1,SLC1A2,SLC26A7,SLC6A1,SMS,SNAI2,SOX11,SOX2,SOX4,SOX5,SOX9,SPRY4,SRPK1,STAT3,SYNM,TCF3,TEAD2,TIMP3,TMSB15A,TNC,TP53,TRAF4,TSC22D1,TUBB2B,USP46,VCAN,WNT2,YAP1,ZEB1,ZIC1,ZIC5,ZNF148"	Upstream	Adult_vs_Fetal
cuprizone Signaling	3.548213564	-1.14	"CCL4,CCL5,CSPG4,GFAP,IL1B,MAG,MBP,PLP1,S1PR1"	Upstream	Adult_vs_Fetal
CX3CL1 Signaling	8.135488919	-0.336	"ARX,BMP7,BRINP2,CCNB2,CDCA7,COL3A1,CXCL12,DLX1,DLX2,EFNB1,EFNB2,EGFR,EOMES,ETV1,FABP5,FABP7,FZD2,GFAP,GPRC5B,GUCA1A,IFI16,IFIT2,IFIT3,IL1A,IL1B,IRF7,LDLRAD3,LMO4,LPAR1,MFGE8,MYLK,PAX6,PLP1,PROM1,SEMA5A,SOX4,SYT1,TFAP2C,TGFB2"	Upstream	Adult_vs_Fetal
CXCR4 Signaling	3.54	0	"ADCY1,ADCY2,ADCY6,ADCY8,CXCL12,DOCK1,GNA11,GNG11,GNG12,GNG2,GNG3,GNG4,MAP2K2,MAPK12,MAPK3,MYL6B,PAK1,PAK3,PAK5,PIK3R1,PIK3R2,PIK3R3,PLCB1,PLCB2,PTK2,RAP1A,RASD1,RHOC,RHOJ,RHOU,RND2,RND3,RRAS2"	Canonical	Adult_vs_Fetal
daunorubicin Signaling	3.176525771	-0.455	"ABCA2,ABCC9,BAX,DMTF1,DPYSL4,EPS8,FOXM1,IL1B,MYC,PFKM,TP53"	Upstream	Adult_vs_Fetal
decitabine Signaling	10.58169871	-1.285	"ADGRL2,AKAP12,ALS2,ANGPTL4,BAIAP2,BAX,BCAT1,BCL11A,BIRC3,BMPR1A,CA9,CAP2,CCL5,CCND2,CD9,CDCA7,CDH4,CDK1,CDK5R1,CDKN1C,CDKN2D,CFLAR,CLDN5,COL1A2,COL3A1,CRMP1,CTBP2,CTNNBIP1,CXCL12,DMBT1,DNM3,DOCK1,DPYSL4,EDA2R,EEF1G,EFNB1,EFNB2,EFNB3,EGFR,EHMT2,EIF3F,EIF4G1,EPHA5,EPHB3,EPHB4,EZR,FBN2,FECH,FGFR1,FN1,FOLH1,FOXC1,GAD1,GAP43,GJB1,GLI2,GLI3,GPR37,HELLS,HMGA2,HMGN5,HS3ST2,IFI16,IFIT2,IGF2BP1,IGF2BP3,IGFBP2,IGFBP7,IGSF9,IL1B,ING1,IRF7,ITGA3,KRT75,LMNB1,MAP2,MAPK12,METRN,MGMT,MKI67,MSH2,MSI1,MX1,MYC,MYO1B,NCAM1,NDRG1,NEFL,NEFM,NEK2,NFASC,NFIB,NME1,NPTX2,NR0B1,NR3C1,NRXN1,OGT,PAK1,PAK3,PCDH8,PCDH9,PDE9A,PDLIM2,PDLIM4,PKNOX2,PLCB1,PTPRG,PXDN,RASSF2,RCC2,RNF220,S100A10,SEMA3C,SERPINH1,SERPINI1,SEZ6L,SGK1,SIAH2,SLC19A1,SLC1A2,SMAD1,SMO,SOX12,SPOCK1,SPTAN1,SRI,SSTR2,STAT1,STAT3,STMN2,SYT1,TGFB2,TIAM1,TIMP3,TJP2,TNC,TNFRSF10D,TOP2A,TP53,TPD52,TSC22D1,TUBB3,UNG,VCAN,VCL,YAP1,ZEB1,ZIC2,ZNF185"	Upstream	Adult_vs_Fetal
Density of neurons	8.515700161	-1.868	"PCDHGC3,ERBB4,GALNS,ITGA3,FAM107A,GPM6A,CNR1,PPARA,CRMP1,MTMR2,SPARCL1,TRIM3,EPHB1,RAI1,SEPTIN11,NTRK3,CHRNB2,PTPRF,SLITRK3,GRM5,NGF,CLSTN3,MAPK3,EFNB1,EPHB3,SV2A,PAK1,GAP43,MFN1,TIAM1,SLITRK5,EPHB2,SPTBN2,GABRB3,GDNF,BMPR1A,CHMP2B,SLITRK4,NGFR,FAIM2,ADAP1,CSPG4,BAX,HES1,CTNND2,MEF2A,EFNB3,RND2"	Functional	Adult_vs_Fetal
Dermatan Sulfate Biosynthesis	3.02	-1.807392228	"B3GAT2,CHST1,CHST14,CHST2,CHST3,CHSY1,CSGALNACT2,DSE,HS2ST1,HS3ST2,HS3ST3A1,HS3ST3B1,HS6ST2,HS6ST3,SULT1C4"	Canonical	Adult_vs_Fetal
Development of gap junctions	9.625251654	-2.642	"LRRN1,SEZ6,SYNDIG1,DCLK1,GJB1,ERBB4,PARD3,SEZ6L,SIX4,EFNA5,DLG3,SYBU,ADD2,F2R,LRRN3,TNC,ADGRL2,SLITRK3,NGF,KIRREL3,ALS2,COL4A1,EPHB3,NRG1,SLITRK5,CDK5,EPHB2,SPTBN2,PTK2,CAPRIN1,NLGN2,ADGRE5,NCAN,IGSF9,EFNB3,GJA1,SUN2,SEMA4D,GPM6A,GJC1,PALM,PIK3R1,SPARCL1,EPHB1,NEFL,PURA,ADGRB2,NLGN1,FARP1,CHRNB2,NTRK3,ITGB3,BCAN,IL1RAPL1,NLGN3,IGSF9B,ADNP,PCDH8,LAMB2,CLSTN3,CTNNA1,HDAC2,GRIA1,NTN1,PAK1,ADGRL3,NRXN1,DVL1,NCAM1,SLITRK4,PDZRN3,DNM3"	Functional	Adult_vs_Fetal
Development of neuroglia	6.954677021	-1.339	"FGFR1,PHGDH,ERBB4,PICK1,NR2E1,ROR1,POU3F2,DLX2,NLGN1,TPPP,NRG3,NLGN3,EIF2B2,DLX1,FOXO1,LAMB2,PMP22,NF2,NRG1,CDK5,NRXN1,GFAP,MYRF,NLGN2,NGFR,SOX11,PLP1,CNTF,BAX,HEY1,SOX4"	Functional	Adult_vs_Fetal
Development of neurons	41.63451202	-3.645	"LRRN1,SEZ6,SYNDIG1,CELSR1,GSX2,ERBB4,METRN,FAM107A,DLG3,SYBU,ADD2,ROBO3,TRIM3,ENC1,PAK3,RIT2,ADCY1,LRRN3,TNC,LRP1,SLITRK3,ST8SIA2,NPY,EFNB1,NF2,LAMA1,FNBP1L,NRG1,PTK2,BOC,FOXG1,GDNF,RAB21,CCL19,CD47,AHR,CDK5R1,EOMES,SGK1,ZNF423,BCL11A,HEY1,ATCAY,SARM1,CRH,CCN1,TMEM106B,FEZF2,DLK1,THY1,MAGI2,EPHB1,SECISBP2,DLX2,ZBTB18,FARP1,STK11,NTRK3,CHRNB2,CLMN,GRM5,IGSF9B,LAMB2,FOXC1,CLSTN3,BCL11B,BTBD3,PLAT,NRXN1,FARP2,PLXNA4,UNC5C,BAIAP2,SRCIN1,NUMB,NCAM1,SHTN1,CHMP2B,SLITRK4,PAX6,DNM3,B4GALT6,FGFR1,PARD3,SIX4,NR2E1,PLPPR4,RBFOX2,DPYSL5,LRP8,PALLD,STAT3,BRSK2,NSG1,RUNX1,SOX2,KIRREL3,OBSL1,ROBO2,COL4A1,EGFR,ALS2,TET1,SV2A,PDGFRA,SLC17A6,RIMS4,TGFB2,SLITRK5,RNF165,NR2F6,PLPPR5,RAB13,TBCE,PICALM,SLIT1,STMN3,SMAD1,EPS8,IGSF9,CALD1,MARCKS,EFNB3,SEMA4D,PARD6A,GPM6A,ADAM10,NEFL,AKTIP,PTN,ETV4,CYFIP2,ADNP,DLX1,PMP22,NFATC4,LMNB1,RGMA,MFN1,ADGRL3,DVL1,WEE1,DDAH1,SOX11,CIT,NR2F1,CNTF,CTNND2,DCLK1,RUFY3,CNTN4,CNR1,SLC11A2,PPARA,EFNA5,CNP,NOG,DPYSL4,F2R,RABGEF1,EPHA5,ADGRL2,LRRC4C,EFNB2,TBCD,DLG1,EZR,TIAM1,CAMK1D,FABP7,CAPRIN1,NLGN2,CHL1,MARK1,CADPS2,ADGRG6,HES1,RIMS3,CXCL12,NDN,KIF23,S1PR3,CRMP1,CKB,MAG,TP53,ROR1,MYO16,DOCK1,PURA,ADGRB2,POU3F2,SEPTIN11,CDH10,IL1RAPL1,PCDH8,EIF4EBP1,BMP7,HDAC2,APBA1,MBP,BBS4,PAK1,ARHGAP35,CHRNA3,OGT,TRPC1,OTX2,RPS14,RDX,CTNNA2,SH3GLB1,SEPTIN4,MAP2K2,NEFM,FAIM2,PDZRN3,CAST,ZNF365,RND2,ST8SIA1,GALNS,SEZ6L,PCDH9,BASP1,MTMR2,PLD1,RAI1,MAP2,MOG,MAP7,FGF13,PTPRF,NGF,MATN2,STRN,GAS7,PTPRZ1,SOX21,CELSR2,NEUROD6,JAK2,IL1B,EPHB3,GAP43,DBN1,ADAMTS3,NFIB,CPEB4,CDK5,SPTBN2,EPHB2,GABRB3,PRMT1,ANK3,PPARD,SCN1A,ADGRE5,DCX,NCAN,STAM,SOX4,GJA1,SUN2,DAB1,PF4,PHGDH,ITGA3,PALM,SPARCL1,PIK3R1,TBC1D24,KIF13B,MYT1L,NLGN1,BCAN,ITGB3,UGT8,NLGN3,SRRM4,MAPK3,NTN1,GRIA1,RPS6KA3,SLC9A1,GLI3,GLI2,RIMS1,CDC20,MYH10,ARX,SCYL3,DYNLT1,NGFR,DPYSL3,SEMA3A,ADAP1,TENM4,MEF2A"	Functional	Adult_vs_Fetal
Development of vasculature	9.946921557	-0.902	"PATZ1,GNA11,POLD4,ACTA2,ITGA7,TNFRSF10B,ENPEP,CRELD1,SNAI2,NFKBIB,TNC,LRP1,ATP5F1A,CD9,S1PR1,NPY,PTX3,MYO10,PLEKHG5,EFNB1,LAMA1,SIAH2,SYDE1,BIRC5,NRG1,PTK2,CDO1,PTK7,GDNF,AHR,LGALS8,SMARCA1,IL1A,SCG2,CD34,IFI16,CALCB,HEY1,CACNB3,FBLN2,CCN1,HTATIP2,NDRG1,PKD1,DLK1,THY1,SYNE2,EPHB1,SPRY4,DLX2,CBX2,STK11,CLDN5,NTRK3,AP4S1,SERPINH1,FOLH1,FOXC1,LPAR2,LMO2,PLAT,CD276,PLXNA4,MFAP2,NUMB,PAX6,FZD8,SEPTIN9,MED23,FGFR1,APLNR,TUBB3,YAP1,NR2E1,LRP8,PROM1,STAT3,SKP2,CDKN2D,RUNX1,WARS1,DHCR7,APLN,SEMA5A,ROBO2,COL4A1,EGFR,PDGFRA,SP100,SRPK1,TGFB2,FSTL1,RHOJ,VAV2,BMPR1A,MYC,TFPI,ESAM,COL4A2,CSPG4,SSTR2,SEMA4D,GLUL,FGF1,F2RL1,GJC1,H2AX,BSG,PTN,STAT1,NOL3,TSPAN12,DLX1,PLXNA2,PLCB1,NFATC4,MAP3K7,G6PD,CDK4,LMNB1,RAMP2,NR2F2,DDAH1,IGFBP7,CTNNBIP1,ECT2,IGFBP4,PTPRB,CNR1,FOXM1,PPARA,MCF2L,CST3,RAP1A,NOG,TIPARP,F2R,KLHL20,ARNT,EMP2,RPL29,DLG2,EFNB2,DLG1,HAS3,IFT88,SNX13,HES1,SAV1,CXCL12,TF,JCAD,SNAP25,S1PR3,FBN2,ARHGEF26,PARVA,EPHA2,TP53,ROR1,NOTCH2,TEAD2,VANGL2,CCR5,TKT,FN1,WLS,DDIT3,PFKM,MIR124-1HG,FOXO1,CD151,PAQR3,PDGFRB,COL3A1,PAK1,IGFBP2,OGT,EDIL3,TRPC1,RDX,GFAP,GRIN2B,IDH3A,PCGF2,PLCG1,ACVR2B,RGS5,LRP2,PAM,LRP5,ST8SIA1,ADCY6,SHROOM2,SMO,PLD1,ANGPTL4,NID1,ZFP36L1,SEMA3C,FGF13,CDKN1C,PTPRF,NGF,RND3,CYLD,ADAM9,PTPRZ1,TRPC4,PTPN14,JAM2,JAK2,CCL5,IL1B,EPHB3,CRYAB,RNH1,ADAMTS3,INSR,ZEB1,IGFBP5,COL1A2,NLK,EPHB2,GABRB3,PDGFC,PPARD,TEAD4,FBLN1,NR3C1,ANTXR1,ENPP2,HS6ST2,GADD45A,SERPINE1,CXCL14,SOX4,NOTCH3,RUNX2,GJA1,PF4,ITGA3,FHL1,PIK3R1,ARHGAP22,NLGN1,WNT2,SFRP2,ITGB3,PSAP,MMP15,KLRC4-KLRK1/KLRK1,MIB1,NTN1,EPHB4,SLC9A1,GLI3,ATP5IF1,MFGE8,MYH10,ANGPTL1,NGFR,PBX1,CTBP2,TIMP3,SEMA3A,FHL2,RASA1,EPAS1,ZC3H12A,STARD13,NELL1,NFE2L2"	Functional	Adult_vs_Fetal
Developmental process of synapse	9.28567024	-2.639	"LRRN1,SEZ6,SYNDIG1,DCLK1,ERBB4,PARD3,SEZ6L,SIX4,EFNA5,DLG3,SYBU,ADD2,F2R,LRRN3,TNC,ADGRL2,SLITRK3,NGF,KIRREL3,ALS2,COL4A1,EPHB3,NRG1,SLITRK5,CDK5,SPTBN2,EPHB2,PTK2,CAPRIN1,NLGN2,ADGRE5,NCAN,IGSF9,EFNB3,SUN2,SEMA4D,GPM6A,PALM,SPARCL1,PIK3R1,EPHB1,NEFL,ADGRB2,PURA,NLGN1,FARP1,NTRK3,CHRNB2,ITGB3,BCAN,IL1RAPL1,NLGN3,IGSF9B,ADNP,PCDH8,LAMB2,CLSTN3,HDAC2,GRIA1,NTN1,PAK1,ADGRL3,NRXN1,DVL1,NCAM1,SLITRK4,PDZRN3,DNM3"	Functional	Adult_vs_Fetal
