© 2000-2023 QIAGEN. All rights reserved.

Analysis Details for My Projects->Aging_scRNA->ZNF274vsEGFP - 2023-01-29 06:53 PM
Workspace	My Projects
Project	Aging_scRNA
Analysis	ZNF274vsEGFP - 2023-01-29 06:53 PM
Date	Sun Jan 29 15:53:30 PST 2023
Analysis ID	40216313

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Aging_scRNA->ZNF274vsEGFP - 2023-01-29 06:53 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
NEK4	kinase	 	3	 	 	1.925	1.14E-25	5.00E-04	AKT1,BHLHE40,CCND1,CDKN2A,CEBPA,CTNNB1,DDX5,E2f,E2F1,EIF4E,EP300,ERBB2,GLI1,H2AX,HIF1A,HNF4A,IGF1R,IL6,MAP2K1,MAPK1,MAPK9,mir-23,MYC,NEK4,NFkB (complex),NPAT,NR3C1,PARP1,PGR,RB1,RELA,SMAD3,SP1,STAT3,STING1,TP53,TP73,TSC2	ACAT2,ADK,ATP1A2,ATP5F1C,ATP5ME,BAX,BBC3,BCL11A,BTG1,BTG2,CALB2,CCND2,CDCA7L,CDKN1A,CLSPN,COX6C,DBI,DDB2,DHFR,DUT,EGR1,ENC1,ESCO2,FKBP3,FOS,GAD2,GADD45G,GAPDH,GGH,GINS2,GJA1,GLO1,GOLGA4,H1-2,H1-5,H2AC20,H2AZ1,H4C3,HELLS,HLA-C,HMGB1,HMGN2,HNRNPD,HNRNPM,HRAS,HSPA4L,IDH2,IER5,ILF2,IRF2BP2,JUNB,MACROH2A1,MARCKSL1,MCM7,MT-CYB,MT-ND3,MYBL2,MYO6,N4BP2L2,NDUFA13,NDUFA3,NDUFA6,NDUFB1,NOTCH1,ODC1,PABPC1,PCLAF,PDCD5,PFN1,PHGDH,PHLDA3,PNISR,POLR2L,POU2F1,PPP1CA,PSMA2,PSMC3,PSRC1,RANBP1,RGS16,RPL10A,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS16,RPS18,RPS19,RPS20,RPS21,RPS27L,RPS29,RRM2B,SCRG1,SEM1,SMAD5,SRGAP3,STMN1,STMN4,TAF1D,TAGLN2,TALDO1,TMSB10/TMSB4X,TMSB15A,TUBA1B,TUBB,TUBB2A,UQCRQ,VCAN,ZEB1,ZMAT3,ZWINT	119 (38)	37	 	 	 	TP53	 	 	 	 	 	
RORC	ligand-dependent nuclear receptor	 	3	Activated	 	2.091	1.33E-25	1.00E-04	AKT1,CCND1,CDKN2A,CEBPA,CREB1,DDX5,E2F1,EIF3A,EIF4E,EP300,ERBB2,FMR1,FOXP3,GLI1,HDAC1,HIF1A,HNF4A,IL1B,IRF4,MAP2K1,MAPK1,MAPK9,mir-23,MYC,NPAT,PGR,PPP2CA,PTEN,PTTG1,RAF1,RB1,RICTOR,RORC,RPS6KB1,SMAD3,SP1,SREBF2,STAT5a/b,STAT5B,STING1,TNF,TP53,TP73,VEGFA	ATP1A2,ATP5F1C,BCL11A,BTG1,BTG2,CALB2,CCND2,CDCA7L,CLSPN,COX6C,CSNK1E,DBI,DDB2,DHFR,DUT,EGR1,EIF4A2,ESCO2,FKBP3,GADD45G,GAPDH,GGH,GLO1,GOLGA4,H1-2,H1-5,H2AC20,H2AZ1,H4C3,HELLS,HES6,HLA-C,HMGB1,HMGB3,HMGN1,HMGN2,HNRNPD,HNRNPM,HRAS,HSPA4L,IDH2,IER5,ILF2,JUNB,MACROH2A1,MCM7,MIF,MRPL23,MT-CO3,MT-CYB,MT-ND1,MT-ND3,MYBL2,MYL6,MYO6,N4BP2L2,NASP,NDUFA11,NDUFA12,NDUFA13,NDUFB1,NOTCH1,ODC1,PABPC1,PCLAF,PDCD5,PFN1,PGK1,PHGDH,PHLDA3,PNISR,POLR2L,PPP1CA,PSRC1,PXMP2,RANBP1,REV3L,RGS16,RPA3,RPL10A,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL3,RPL31,RPL7,RPL9,RPLP0,RPS16,RPS18,RPS19,RPS20,RPS21,RPS27L,RPS29,SCRG1,SEM1,SMAD5,SRGAP3,STMN1,STMN4,TAF1D,TAGLN2,TALDO1,TIAM2,TMSB10/TMSB4X,TMSB15A,TOMM20,TPI1,TUBA1B,TUBB,UQCR11,UQCRQ,VCAN,VIPR2,ZBTB20,ZEB1,ZMAT3,ZWINT	121 (44)	42	amino acids,CD3,ESR2,RICTOR	calcitriol,CHD4,IKZF1,sirolimus	 	TP53	MYC,TCR	 	 	 	 	
FBXL14	enzyme	 	3	 	 	0.287	1.50E-25	5.00E-04	Akt,AMPK,ATF4,BAX,CCND1,CDK4/6,CDKN1A,CDKN1B,CDKN2A,CREB1,CTNNB1,ERK,F2,FBXL14,GCK,GLI1,MAPK14,MYC,MYOD1,NFKBIA,PTEN,RB1,RELA,SNAI1,STAT3,TAFAZZIN,Tgf beta,TP53,TP73,TWIST1,YAP1	ACAT2,ACTB,ADK,APLP2,ARL4C,ATP5F1C,ATP5ME,ATP5MF,BBC3,BCL11A,CALB2,CALD1,CDCA7L,CDKN1A,CLSPN,CSNK1E,DBI,DDB2,DUT,EGR1,EIF3E,ENC1,ESCO2,ETV1,FKBP3,FOS,GAD2,GAPDH,GOLGA4,H2AZ1,H4C3,HELLS,HES6,HLA-C,HMGB1,HMGN1,HMGN2,HNRNPD,HNRNPH1,HRAS,HSPA4L,IER5,IRF2BP2,MACROH2A1,MARCKSL1,MCM7,MIF,MT-CO3,MT-CYB,MT-ND1,MT-ND3,N4BP2L2,NDUFA11,NDUFA12,NDUFA13,NDUFA3,NDUFA6,NPY,ODC1,PCLAF,PFN1,PGK1,PHLDA3,PNISR,POU3F2,PPP1CA,RANBP1,RASD1,RGS16,RPL10A,RPL13,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL27A,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS11,RPS16,RPS18,RPS19,RPS2,RPS20,RPS21,RPS27L,RPS29,RRM2B,SCRG1,SMAD5,SRGAP3,STMN1,STMN4,TAF1D,TAGLN2,TMSB10/TMSB4X,TPI1,TUBA1B,TUBB3,UBE2N,UQCR11,UQCRQ,VCAN,ZEB1	109 (31)	30	 	 	 	 	MYC	 	 	 	 	
myxothiazol	chemical toxicant	 	3	Activated	 	2.025	1.94E-25	6.00E-04	AKT1,BHLHE40,CCND1,CDKN2A,CEBPA,CTNNB1,DDX5,E2f,E2F1,EIF4E,EP300,ERBB2,GLI1,HIF1A,HNF4A,IGF1R,IL6,MAP2K1,MAPK9,mir-23,MYC,myxothiazol,NFkB (complex),NPAT,NR3C1,PGR,RB1,RELA,SMAD3,SP1,STAT3,STING1,TP53,TP73,TSC2	ACAT2,ADK,ATP5F1C,ATP5ME,BAX,BBC3,BTG1,BTG2,CALB2,CCND2,CDCA7L,CDKN1A,CLSPN,COX6C,DBI,DDB2,DHFR,DUT,EGR1,ENC1,ESCO2,FKBP3,FOS,GAD2,GADD45G,GAPDH,GGH,GINS2,GJA1,GLO1,GOLGA4,H1-2,H1-5,H2AC20,H2AZ1,H4C3,HELLS,HLA-C,HMGB1,HMGN2,HNRNPD,HNRNPM,HRAS,HSPA4L,IDH2,IER5,ILF2,IRF2BP2,JUNB,MACROH2A1,MARCKSL1,MCM7,MT-CYB,MT-ND3,MYBL2,MYO6,N4BP2L2,NDUFA13,NDUFA3,NDUFA6,NDUFB1,NOTCH1,ODC1,PABPC1,PCLAF,PDCD5,PFN1,PHGDH,PHLDA3,PNISR,POLR2L,POU2F1,PPP1CA,PSMA2,PSMC3,PSRC1,RANBP1,RGS16,RPL10A,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS16,RPS18,RPS19,RPS20,RPS21,RPS27L,RPS29,RRM2B,SCRG1,SEM1,SMAD5,SRGAP3,STMN1,STMN4,TAF1D,TAGLN2,TALDO1,TMSB10/TMSB4X,TMSB15A,TUBA1B,TUBB,TUBB2A,TXNIP,UQCRQ,VCAN,ZEB1,ZMAT3,ZWINT	118 (35)	35	 	 	 	testosterone,TP53	 	 	 	 	 	
YY1	transcription regulator	 	2	Inhibited	 	-3.623	2.13E-25	1.00E-04	CDKN1B,MYC,TP53,YY1	ACTB,ATP5F1C,BAX,BCL11A,BTG1,BTG2,CBX3,CCND2,CDKN1A,DBI,DHFR,DUT,EGR1,FKBP3,FOS,GADD45G,GAPDH,GJA1,GOLGA4,H2AZ1,HLA-C,HMGB1,HMGN2,HNRNPD,HNRNPH1,HRAS,HSPA4L,IER5,JUNB,MACROH2A1,MIF,MT-CYB,MYBL2,MYO6,NOTCH1,NPY,PCLAF,PFN1,PGK1,PHGDH,PHLDA3,POU3F2,PPP1CA,PSRC1,RANBP1,RGS16,RPL10A,RPL13,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL27A,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS11,RPS16,RPS18,RPS19,RPS2,RPS20,RPS21,RPS27L,RPS29,SRGAP3,TAF1D,TALDO1,TMSB15A,TPI1,TUBB,VCAN,ZEB1,ZMAT3	78 (4)	4	CD3,FGF2,PLK1	RB1,sirolimus	 	BRCA1,CBX3,EGFR,QKI	CDKN1B,CDKN1C,CDKN2A,KISS1,RUNX2,TP53	 	 	 	 	
PFDN5	transcription regulator	 	3	 	 	-1.360	2.42E-25	1.00E-04	Akt,ATF4,BAX,CCND1,CDK4/6,CDKN1B,CDKN2A,CREB1,CTNNB1,E2f,ERK,F2,GLI1,HIF1A,MAPK14,MYC,MYOD1,NFkB (complex),NFKBIA,PFDN5,PTEN,RELA,SP1,Tgf beta,TP53,TP73	ACAT2,ACTB,ADK,APLP2,ARL4C,ATP5ME,ATP5MF,BAX,BBC3,BCL11A,BTG2,CALB2,CALD1,CCND2,CDCA7L,CDKN1A,CLSPN,CSNK1E,DBI,DDB2,DHFR,DUT,EIF3E,ENC1,ESCO2,ETV1,FKBP3,FOS,GAD2,GAPDH,GINS2,GJA1,GOLGA4,H1-2,H2AC20,H2AZ1,H4C3,HLA-C,HMGB1,HMGN1,HMGN2,HNRNPD,HNRNPH1,HRAS,HSPA4L,IDH2,IER5,IRF2BP2,MARCKSL1,MCM7,MIF,MYO6,N4BP2L2,NOTCH1,NPY,ODC1,PABPC1,PFN1,PGK1,PHLDA3,PNISR,POU3F2,PPP1CA,PSRC1,RANBP1,RASD1,RPL10A,RPL13,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL27A,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS11,RPS16,RPS18,RPS19,RPS2,RPS20,RPS21,RPS27L,RPS29,RRM2B,SCRG1,SMAD5,SRGAP3,STMN1,STMN4,TAF1D,TAGLN2,TALDO1,TMSB10/TMSB4X,TMSB15A,TPI1,TUBA1B,TUBB3,UQCRQ,ZEB1,ZMAT3	106 (26)	26	hydrogen peroxide	 	 	 	MYC	 	 	 	 	
APH1B	peptidase	 	3	Inhibited	 	-2.108	2.67E-25	8.00E-04	AKT1,APH1B,BHLHE40,CASP3,CCND1,CDKN2A,CEBPA,CTNNB1,DDX5,DICER1,E2f,E2F1,EIF4E,EP300,ERBB2,GLI1,HIF1A,HNF4A,IGF1R,IL6,MAP2K1,MAPK9,mir-23,MYC,NFkB (complex),NPAT,NR3C1,PARP,PARP1,PGR,PRKN,PTEN,RB1,RELA,SMAD3,SP1,STAT3,STING1,TP53,TP73,TSC2	ACAT2,ADK,ATP5F1C,ATP5ME,BAX,BBC3,BTG1,BTG2,CALB2,CCND2,CDCA7L,CLSPN,COX6C,CSNK1E,DBI,DDB2,DHFR,DUT,EGR1,ENC1,ESCO2,FKBP3,FOS,GAD2,GADD45G,GAPDH,GGH,GINS2,GJA1,GLO1,GOLGA4,H1-2,H1-5,H2AC20,H2AZ1,H4C3,HELLS,HLA-C,HMGB1,HMGN1,HMGN2,HNRNPD,HNRNPM,HRAS,HSPA4L,IDH2,IER5,ILF2,IRF2BP2,JUNB,MACROH2A1,MARCKSL1,MCM7,MT-CYB,MT-ND3,MYBL2,MYO6,N4BP2L2,NDUFA13,NDUFA3,NDUFA6,NDUFB1,NOTCH1,ODC1,PABPC1,PCLAF,PDCD5,PFN1,PHGDH,PHLDA3,PNISR,POLR2L,POU2F1,PPP1CA,PSMA2,PSMC3,PSRC1,RANBP1,RGS16,RPL10A,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS16,RPS18,RPS19,RPS20,RPS21,RPS27L,RPS29,RRM2B,SCRG1,SEM1,SMAD5,SRGAP3,STMN1,STMN4,TAF1D,TAGLN2,TALDO1,TMSB10/TMSB4X,TMSB15A,TOMM20,TUBA1B,TUBB,TUBB2A,UQCRQ,VCAN,ZEB1,ZMAT3,ZWINT	119 (41)	39	 	 	 	 	TP53	 	 	 	 	
ING1	transcription regulator	 	3	Activated	 	2.292	2.67E-25	8.00E-04	AKT1,BHLHE40,CASP3,CCND1,CDKN2A,CEBPA,CTNNB1,DDX5,DICER1,E2f,E2F1,EIF4E,EP300,ERBB2,GLI1,HIF1A,HNF4A,IGF1R,ING1,MAP2K1,MAPK9,mir-23,MYC,NFkB (complex),NPAT,NR3C1,PCNA,PGR,PRKN,PTEN,RB1,RELA,SMAD3,SP1,STAT3,STING1,TP53,TP73,TSC2	ACAT2,ADK,ATP5F1C,ATP5ME,BAX,BBC3,BTG1,BTG2,CALB2,CCND2,CDCA7L,CDKN1A,CLSPN,COX6C,CSNK1E,DBI,DDB2,DHFR,DUT,EGR1,ENC1,ESCO2,FKBP3,FOS,GAD2,GADD45G,GAPDH,GGH,GINS2,GJA1,GLO1,GOLGA4,H1-2,H1-5,H2AC20,H2AZ1,H4C3,HELLS,HLA-C,HMGB1,HMGN1,HMGN2,HNRNPD,HNRNPM,HRAS,HSPA4L,IDH2,IER5,ILF2,IRF2BP2,JUNB,MACROH2A1,MARCKSL1,MCM7,MT-CYB,MT-ND3,MYBL2,MYO6,N4BP2L2,NDUFA13,NDUFA3,NDUFA6,NDUFB1,NOTCH1,ODC1,PABPC1,PCLAF,PDCD5,PFN1,PHGDH,PHLDA3,PNISR,POLR2L,PPP1CA,PSMA2,PSMC3,PSRC1,RANBP1,RGS16,RPL10A,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS16,RPS18,RPS19,RPS20,RPS21,RPS27L,RPS29,RRM2B,SCRG1,SEM1,SMAD5,SRGAP3,STMN1,STMN4,TAF1D,TAGLN2,TALDO1,TMSB10/TMSB4X,TMSB15A,TOMM20,TUBA1B,TUBB,TUBB2A,UQCRQ,VCAN,ZEB1,ZMAT3,ZWINT	119 (39)	37	doxorubicin,H2AB3 (includes others)	 	 	CDKN2A,JAK2,TP53	AFP,DGCR8	 	 	 	 	
TFAP4	transcription regulator	 	3	 	 	1.671	2.82E-25	2.00E-04	BHLHE40,CCND1,CDKN2A,CEBPA,CTNNB1,DDX5,E2f,E2F1,EIF4E,EP300,ERBB2,GLI1,HIF1A,HNF4A,IGF1R,IL6,MAP2K1,MAPK9,mir-23,MYC,NPAT,NR3C1,PGR,RB1,RELA,SMAD3,SP1,STAT3,STING1,TFAP4,TP53,TP73,TSC2	ACAT2,ADK,ATP5F1C,ATP5ME,BAX,BBC3,BTG1,BTG2,CALB2,CCND2,CDCA7L,CDKN1A,CLSPN,COX6C,DBI,DDB2,DHFR,DUT,EGR1,ENC1,ESCO2,ETV1,FKBP3,FOS,GADD45G,GAPDH,GGH,GINS2,GJA1,GLO1,GOLGA4,H1-2,H1-5,H2AC20,H2AZ1,H4C3,HELLS,HLA-C,HMGB1,HMGN2,HNRNPD,HRAS,HSPA4L,IDH2,IER5,ILF2,IRF2BP2,JUNB,MACROH2A1,MARCKSL1,MCM7,MT-CYB,MT-ND3,MYBL2,MYO6,N4BP2L2,NDUFA13,NDUFA3,NDUFA6,NDUFB1,NOTCH1,ODC1,PABPC1,PCLAF,PDCD5,PFN1,PHGDH,PHLDA3,PNISR,POLR2L,POU2F1,PPP1CA,PSMA2,PSMC3,PSRC1,RANBP1,RGS16,RPL10A,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS16,RPS18,RPS19,RPS20,RPS21,RPS27L,RPS29,RRM2B,SCRG1,SEM1,SMAD5,SRGAP3,STMN1,STMN4,TAF1D,TAGLN2,TALDO1,TMSB10/TMSB4X,TMSB15A,TUBA1B,TUBB,TUBB2A,UQCRQ,VCAN,ZEB1,ZMAT3,ZWINT	116 (33)	33	MYC	 	 	SALL2,TP53	CDKN2A	 	 	 	 	
USP29	peptidase	 	2	 	 	1.500	2.92E-25	1.00E-04	HIF1A,MYC,MYCN,SNAI1,USP29	ACTB,BBC3,BCL11A,DBI,DDB2,EGR1,GAPDH,GJA1,H1-2,H2AC20,H2AZ1,HNRNPD,HNRNPH1,HRAS,IER5,JUNB,MCM7,MIF,MT-CO3,MT-ND1,NDUFA11,NDUFA12,NOTCH1,NPY,ODC1,PGK1,PHGDH,POLR2L,POU3F2,RANBP1,RPL10A,RPL13,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL27A,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS11,RPS16,RPS18,RPS19,RPS2,RPS20,RPS21,RPS27L,RPS29,RRM2B,STMN1,TAF1D,TAGLN2,TMSB10/TMSB4X,TPI1,TUBA1B,TUBB,UQCR11,UQCRQ,ZEB1	64 (5)	4	 	 	 	MYC,MYCN	 	 	 	 	 	
RAD21	transcription regulator	 	3	 	 	1.257	3.16E-25	3.00E-04	AMPK,ATF4,BAX,CCND1,Cdk,CDK4/6,CDKN1B,CDKN2A,CHEK2,CREB1,CTNNB1,E2F1,E2F3,ERK,F2,GLI1,MAPK14,MYC,NFKBIA,PKM,PTEN,RAD21,RB1,RELA,SP1,STAT3,Tgf beta,TP53,TP73	ACAT2,ACTB,ADK,ARL4C,ATP5ME,ATP5MF,BAX,BBC3,BCL11A,CALB2,CALD1,CCND2,CDCA7L,CLSPN,CSNK1E,DBI,DDB2,DUT,EGR1,ENC1,ESCO2,ETV1,FKBP3,FOS,GAD2,GADD45G,GAPDH,GOLGA4,H1-2,H2AZ1,H4C3,HELLS,HES6,HLA-C,HMGB1,HMGN1,HMGN2,HNRNPD,HNRNPH1,HRAS,HSPA4L,IER5,IRF2BP2,MARCKSL1,MCM7,MIF,MT-CO3,MT-ND1,MT-ND3,MYO6,N4BP2L2,NDUFA11,NDUFA12,NDUFA13,NDUFA3,NDUFA6,NPY,ODC1,PABPC1,PDCD5,PFN1,PGK1,PHLDA3,PNISR,POU3F2,PPP1CA,RANBP1,RPL10A,RPL13,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL27A,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS11,RPS16,RPS18,RPS19,RPS2,RPS20,RPS21,RPS27L,RPS29,RRM2B,SCRG1,SMAD5,SRGAP3,STMN1,STMN4,TAF1D,TAGLN2,TALDO1,TMSB10/TMSB4X,TMSB15A,TPI1,TUBA1B,TUBB3,UQCR11,UQCRQ,ZEB1	107 (29)	29	COPS5	GABA	 	 	 	 	 	 	 	
trichosanthin	chemical drug	 	3	 	 	0.832	3.16E-25	1.00E-04	AKT1,BAX,BHLHE40,CCND1,CCR2,CCR5,CDKN2A,CEBPA,CTNNB1,CXCR4,DDX5,E2f,E2F1,EGF,EGFR,EIF4E,EP300,ERBB2,G protein,GLI1,HNF4A,IGF1R,IL6,INSR,MAP2K1,MAPK9,mir-23,MYC,NPAT,NR3C1,PGR,PTEN,RB1,RELA,RORC,SMAD3,SP1,STAT5B,STING1,TGFB1,TP53,TP73,trichosanthin,TSC2,ZAP70	ACAT2,ADK,ATP5F1C,ATP5ME,BAX,BBC3,BTG1,BTG2,CALB2,CCND2,CDCA7L,CDK2AP1,CLSPN,COX6C,CSNK1E,CSRP2,DBI,DDB2,DHFR,DUT,EGR1,EIF4A2,ENC1,ESCO2,ETV1,FKBP3,GADD45G,GAPDH,GGH,GINS2,GJA1,GLO1,GOLGA4,H1-5,H2AZ1,H4C3,HELLS,HLA-C,HMGB1,HMGB3,HMGN1,HMGN2,HNRNPDL,HNRNPM,HRAS,HSPA4L,IDH2,IER5,ILF2,IRF2BP2,JUNB,MACROH2A1,MARCKSL1,MCM7,MT-CYB,MYBL2,MYL6,MYO6,N4BP2L2,NASP,NDUFA13,NDUFA3,NDUFA6,NDUFB1,NOTCH1,ODC1,PABPC1,PCLAF,PDCD5,PFN1,PHGDH,PHLDA3,PNISR,POLR2L,POU2F1,PPP1CA,PSMA2,PSMC3,PSRC1,RGS16,RPL10A,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS16,RPS18,RPS19,RPS20,RPS27L,RPS29,RRM2B,SCRG1,SEM1,SMAD5,SRGAP3,STMN1,TAF1D,TAGLN2,TALDO1,TMSB10/TMSB4X,TMSB15A,TUBA1B,TUBB,UQCRQ,VCAN,YWHAB,ZEB1,ZMAT3,ZWINT	117 (45)	43	 	 	 	TP53	 	 	 	 	 	
beta-escin	chemical drug	 	3	 	 	-0.990	5.24E-25	1.00E-04	Akt,AKT1,BAX,beta-escin,CCND1,Cdk,CEBPB,CHUK,Creb,CTNNB1,E2f,E2F1,FOS,FOXO3,MAPK14,MAPK8,MEF2C,mir-21,MYC,MYOD1,NR4A1,NR4A2,P38 MAPK,PI3K (complex),PKM,PPARG,PTEN,RAF1,RB1,STAT3,TP53,TP63,YY1	ACAT2,ACTB,ADK,APLP2,ATP5F1C,ATP5ME,ATP5MF,ATP5MK,BAX,BEX1,CALD1,CBX3,CCNB1IP1,CDK2AP1,CDKN1A,CLSPN,CSNK1E,CTXN1,DAAM1,DBI,DDB2,DHFR,DUT,EGR1,EIF3E,ENC1,ESCO2,ETV1,FKBP3,FOS,GADD45G,GINS2,GJA1,GOLGA4,H2AZ1,HLA-C,HMGB1,HMGB3,HMGN1,HMGN2,HNRNPH1,HNRNPM,HRAS,IER5,JUNB,MACROH2A1,MCM7,MIF,MT-CO3,MT-CYB,MT-ND1,MT-ND3,MYBL2,NASP,NDUFA11,NDUFA12,NDUFA13,NDUFA3,NDUFA6,NOTCH1,PCLAF,PDCD5,PGK1,PHLDA3,POU2F1,PPP1CA,PSMA2,PSRC1,RASD1,RGS16,RPA3,RPL10A,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS11,RPS16,RPS18,RPS19,RPS20,RPS21,RPS27L,RPS29,SRGAP3,TAF1D,TALDO1,TUBA1B,TXNIP,UQCRQ,YWHAB,YWHAE,ZEB1,ZKSCAN1,ZMAT3	102 (33)	33	 	 	 	RB1	 	 	 	 	 	
FFAR3	G-protein coupled receptor	 	3	 	 	1.572	5.73E-25	3.00E-04	AKT1,BHLHE40,CCND1,CDKN2A,CEBPA,CTNNB1,DDX5,E2f,E2F1,EGFR,EIF4E,EP300,ERBB2,FFAR3,G protein alpha i,GLI1,HIF1A,HNF4A,IGF1R,IL6,MAP2K1,MAPK1,MAPK9,mir-23,MYC,NPAT,NR3C1,PGR,RB1,RELA,RGS4,SMAD3,SP1,STAT3,STING1,TP53,TP73,TSC2	ACAT2,ADK,ATP1A2,ATP5F1C,ATP5ME,BAX,BBC3,BCL11A,BTG1,BTG2,CALB2,CCND2,CDCA7L,CDKN1A,CLSPN,COX6C,DBI,DDB2,DHFR,DUT,EGR1,ENC1,ESCO2,FKBP3,GADD45G,GAPDH,GGH,GINS2,GJA1,GLO1,GOLGA4,H1-2,H1-5,H2AC20,H2AZ1,H4C3,HELLS,HLA-C,HMGB1,HMGB3,HMGN2,HNRNPDL,HNRNPM,HRAS,HSPA4L,IDH2,IER5,ILF2,IRF2BP2,JUNB,MACROH2A1,MARCKSL1,MCM7,MT-CYB,MT-ND3,MYBL2,MYO6,N4BP2L2,NDUFA13,NDUFA3,NDUFA6,NDUFB1,NOTCH1,ODC1,PABPC1,PCDH9,PCLAF,PDCD5,PFN1,PHGDH,PHLDA3,PNISR,POLR2L,POU2F1,PPP1CA,PSMA2,PSMC3,PSRC1,RGS16,RPL10A,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS16,RPS18,RPS19,RPS20,RPS21,RPS27L,RPS29,RRM2B,SCRG1,SEM1,SMAD5,SRGAP3,STMN1,TAF1D,TAGLN2,TALDO1,TMSB10/TMSB4X,TMSB15A,TUBA1B,TUBB,TUBB2A,UQCRQ,VCAN,ZEB1,ZMAT3,ZWINT	117 (38)	38	acetic acid	 	 	TP53	 	 	 	 	 	
dihematoporphyrin ether	chemical drug	 	3	 	 	-0.990	5.79E-25	1.00E-04	Akt,AKT1,BAX,CCND1,Cdk,CEBPB,CHUK,Creb,CTNNB1,dihematoporphyrin ether,E2f,E2F1,FOS,FOXO3,MAPK14,MAPK8,MEF2C,mir-21,MYC,MYOD1,NR4A1,NR4A2,P38 MAPK,PI3K (complex),PKM,PPARG,PTEN,RAF1,RB1,STAT3,TP53,TP63,YY1	ACAT2,ACTB,ADK,APLP2,ATP5F1C,ATP5ME,ATP5MF,ATP5MK,BAX,BEX1,CALD1,CBX3,CCNB1IP1,CDK2AP1,CDKN1A,CLSPN,CSNK1E,CTXN1,DAAM1,DBI,DDB2,DHFR,DUT,EGR1,EIF3E,ENC1,ESCO2,ETV1,FKBP3,FOS,GADD45G,GINS2,GJA1,GOLGA4,H2AZ1,HLA-C,HMGB1,HMGB3,HMGN1,HMGN2,HNRNPH1,HNRNPM,HRAS,IER5,JUNB,MACROH2A1,MCM7,MIF,MT-CO3,MT-CYB,MT-ND1,MT-ND3,MYBL2,NASP,NDUFA11,NDUFA12,NDUFA13,NDUFA3,NDUFA6,NOTCH1,PCLAF,PDCD5,PGK1,PHLDA3,POU2F1,PPP1CA,PSMA2,PSRC1,RASD1,RGS16,RPA3,RPL10A,RPL13A,RPL15,RPL18A,RPL24,RPL27,RPL3,RPL31,RPL4,RPL7,RPL9,RPLP0,RPS11,RPS16,RPS18,RPS19,RPS20,RPS21,RPS27L,RPS29,SRGAP3,TAF1D,TALDO1,TUBA1B,TXNIP,UQCRQ,YWHAB,YWHAE,ZEB1,ZKSCAN1,ZMAT3	102 (33)	33	 	 	 	RB1,TP53	RAF1	 	 	 	 	
